,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,movie_id,cast,profitable,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,War,History,Music,Documentary,TV Movie,Foreign
52,0.0015777302430098922,"Action, Science Fiction, Adventure",http://www.transformersmovie.com/,38356,"moon, spacecraft, traitor, bodyguard, alien planet, based on cartoon, transformers, giant robot, sabotage, word domination, commando, duringcreditsstinger",en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",0.0008585851886325945,"Paramount Pictures, Di Bonaventura Pictures, Indochina Productions, Hasbro Studios",United States of America,2011-06-28,0.0016098780512140195,0.001031535456837188,English,Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,0.0012360828105393593,38356,"Shia LaBeouf, John Malkovich, Ken Jeong, Frances McDormand, Josh Duhamel, Tyrese Gibson, Hugo Weaving, Leonard Nimoy, John Turturro, Rosie Huntington-Whiteley, Patrick Dempsey, Alan Tudyk, Peter Cullen, Glenn Morshower, Charlie Adler, Robert Foxworth, James Remar, Frank Welker, Jess Harnell, Tom Kenny, Reno Wilson, Ron Bottitta, Scott Krinsky, John DiMaggio, Julie White, Kevin Dunn, Keith Szarabajka, George Coe, Derek Miller, Katherine Sigismund, David Hill, Andrew Daly, Lester Speight, Buzz Aldrin, Bill O'Reilly, Mark Ryan, Francesco Quinn, Frank Welker, Stephen Monroe Taylor",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.0015767096497835084,"Adventure, Action",http://www.indianajones.com/site/index.html,217,"saving the world, riddle, whip, treasure, mexico city, leather jacket, machinegun, alien phenomenons, maya civilization, peru, treasure hunt, nuclear explosion, refrigerator, archaeologist, indiana jones, archeology ",en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",0.0009660086100092045,"Lucasfilm, Paramount Pictures",United States of America,2008-05-21,0.0016036013834701242,0.001011066876987759,"English, Deutsch, Pусский",Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,0.0012211914179097447,217,"Harrison Ford, Cate Blanchett, Shia LaBeouf, Ray Winstone, Karen Allen, John Hurt, Jim Broadbent, Andrew Divoff, Igor Jijikine, Pavel Lychnikoff, Alan Dale, Ernie Reyes, Jr., Dimitri Diatchenko, Ilia Volok, Emmanuel Todorov, Venya Manzyuk, Joel Stoffer, Neil Flynn, V.J. Foster, Chet Hanks, Brian Knutson, Dean Grimes, Sasha Spielberg, Nicole Luther, Sophia Stewart, Chris Todd, Dennis Nusbaum, T. Ryan Mooney, Audi Resendez, Helena Barrett, Carlos Linares, Gustavo Hernandez, Maria Luisa Minelli, Nito Larioza, Jon Valera, Kevin Collins, Robert Baker, Steven A. Miller",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0015756286501581532,"Adventure, Animation, Family",http://movies.disney.com/the-good-dinosaur,105864,"tyrannosaurus rex, friends, alternate history, dinosaur, fear, storm, nature, human, journey",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,0.0009267136002172582,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2015-11-14,0.001587856609571805,0.0009859957701990171,English,Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,0.0012009618097148732,105864,"Raymond Ochoa, Jack Bright, Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner, Peter Sohn, Steve Zahn, Mandy Freund, Steven Clay Hunter, A.J. Buckley, Anna Paquin, Sam Elliott, David Boat, Carrie Paff, Calum Grant, John Ratzenberger",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
55,0.0015767096497835084,"Animation, Adventure, Comedy, Family, Action, Fantasy",http://disney.go.com/brave/#/home,62177,"scotland, rebel, bravery, kingdom, archer, wish, bear, scot, rebellious daughter, turns into animal, archery, ruins, aftercreditsstinger, peace offering, woman director, courage, 3d",en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",0.0010133271881947866,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2012-06-21,0.001596802471907585,0.0009859957701990171,English,Released,Change your fate.,Brave,6.7,0.0012535276764333923,62177,"Kelly Macdonald, Julie Walters, Billy Connolly, Emma Thompson, Kevin McKidd, Craig Ferguson, Robbie Coltrane, Peigi Barker, Steven Cree, Steve Purcell, Callum O'Neill, Patrick Doyle, John Ratzenberger, Sally Kinghorn, Eilidh Fraser",1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
57,0.0015761771314386343,"Animation, Family",http://disney.go.com/disneypictures/wall-e/,10681,romantic comedy,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",0.0009528690377087059,"Walt Disney Pictures, Pixar Animation Studios, FortyFour Studios",United States of America,2008-06-22,0.0015961956352381203,0.0009909400810003061,English,Released,An adventure beyond the ordinar-E.,WALL·E,7.8,0.0012684661065025483,10681,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, John Ratzenberger, Kathy Najimy, Teresa Ganzel, Laraine Newman, MacInTalk, Teddy Newton, Bob Bergen, John Cygan, Pete Docter, Paul Eiding, Donald Fullilove, Jess Harnell, Sherry Lynn, Mickie McGowan, Lori Alan, Colette Whitaker, Jan Rabson, Jeff Pidgeon, Lori Richardson, Andrew Stanton, Jim Ward, Kim Kopf, Angus MacLane, Garrett Palmer, Sigourney Weaver",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
59,0.0015782198728224951,"Action, Adventure, Science Fiction",http://www.sonypictures.com/movies/2012,14161,"civilization, natural disaster, end of the world, disaster, apocalypse, destruction, volcanic eruption, mayan, ark, solar, destruction  of mankind",en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",0.0009122760442826686,"Columbia Pictures, Centropolis Entertainment, The Mark Gordon Company, Farewell Productions","Canada, United States of America",2009-10-10,0.001603213028346574,0.0010337328070918936,"English, Français, हिन्दी, Italiano, Latin, 普通话, Português, Pусский, ",Released,We Were Warned.,2012,5.6,0.0012562614764528033,14161,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily, Beatrice Rosen, Johann Urb, John Billingsley, Chin Han, Osric Chau, Lisa Lu, Chang Tseng, Blu Mankuma, George Segal, Stephen McHattie, Jimi Mistry, Ryan McDonald, Zlatko Burić, Philippe Haussmann, Alexandre Haussmann, Beverley Elliott, Patrick Bauchau, Tanya Champoux, Merrilyn Gann, Henry O, Patrick Gilmore, Dean Marshall, Ron Selmour, Viv Leacock, Chris Boyd, Jason Diablo, Anna Mae Routledge, Jill Morrison, Chad Riley, Jason Anthony Griffith, Alex Zahara, Donna Yamamoto, Doron Bell, David Orth, Ty Olsson, Lyndall Grant, Agam Darshi, Raj Lal, Alexandra Castillo, John Mee, Candus Churchill, Luis Javier",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0015782198728224951,"Animation, Drama",http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl,17979,"holiday, based on novel, victorian england, money, christmas eve, scrooge, christmas carol, ghost, lesson, charles dickens, christmas",en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",0.0008976788509665243,"Walt Disney, ImageMovers",United States of America,2009-11-04,0.0015874749454668643,0.0009889995798869852,English,Released,Season's Greedings,A Christmas Carol,6.6,0.0011736624189239012,17979,"Gary Oldman, Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan, Amber Gainey Meade, Ryan Ochoa, Bobbi Page, Ron Bottitta, Sammi Hanratty, Julian Holloway, Colin Firth, Cary Elwes, Robin Wright, Bob Hoskins, Lesley Manville, Molly C. Quinn, Callum Blue",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0015757396685212308,"Science Fiction, Fantasy, Action, Adventure",http://www.jupiterascending.com,76757,"jupiter, space, woman director, 3d, interspecies romance",en,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",0.0009777979814399277,"Village Roadshow Pictures, Dune Entertainment, Anarchos Productions, Warner Bros.",United States of America,2015-02-04,0.0015766030837345672,0.0010125262276576717,English,Released,Expand your universe.,Jupiter Ascending,5.2,0.0012267943077786943,76757,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Gugu Mbatha-Raw, Nikki Amuka-Bird, Christina Cole, Nicholas A. Newman, Ramon Tikaram, Ariyon Bakare, Maria Doyle Kennedy, Frog Stone, David Ajala, Bae Doona, Terry Gilliam, Vanessa Kirby, James D'Arcy, Simon Dutton, Spencer Wilding, Demi Kazanis, Kick Gurry, Tim Pigott-Smith, Charlotte Beaumont, Neil Fingleton, Jeremy Swift, Katherine Cunningham, Luke Neal, Dilyana Bouklieva, Edward Hogg, Jozef Aoki, Tamela D'Amico, Kara Lily Hayworth, Tim Connolly, Alexandra Fraser, Charlotte Rickard, Hazel D'Jan, Eric Ian, Derek Blankenship, Symara A. Templeman, Ekaterina Zalitko, Sharon Coleman, Georgia Winters, Mark Norris, Edd Osmond, Jon Norris, Elina Alminas, Andy Ahrens, Jermaine Tindell, Karen Anderson, Vander McLeod, Thomas Gaitsch, Oleg Nasobin, Sarah Campbell, Olia Klein, Kenny Knight, Rimmel Daniel, Sarah Crowden, Cliff Fleming, Sean Baker, Nathan Geist, Raiden Integra, Ryan Browning Johnson, Clem So, Claire Benedict",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.0015761771314386343,"Action, Adventure",http://legendoftarzan.com,258489,"africa, feral child, tarzan, jungle, animal attack",en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",0.0009058773252163338,"Village Roadshow Pictures, Dark Horse Entertainment, Jerry Weintraub Productions, RatPac-Dune Entertainment, Beagle Pug Films, Riche Productions, Village Roadshow Films North America","Canada, United Kingdom, United States of America",2016-06-29,0.0015892038980880494,0.0010008244669160165,English,Released,Human. Nature.,The Legend of Tarzan,5.5,0.001219754031343149,258489,"Alexander Skarsgård, Margot Robbie, Christoph Waltz, Samuel L. Jackson, Djimon Hounsou, Jim Broadbent, Casper Crump, Yule Masiteng, Ben Chaplin, Sidney Ralitsoele, Simon Russell Beale, Osy Ikhile, Mens-Sana Tamakloe, Antony Acheampong, Edward Apeagyei, Ashley Byam, Charles Babalola, William Wollen, Mimi Ndiweni, Matt Cross, Madeleine Worrall, Rory J. Saper, Hadley Fraser, Genevieve O'Reilly, Paul Hamilton, Christopher Benjamin, Bentley Kalu, Abi Adeyemi, Joy Isa, Alex Ferns, Liv Hansen, Alicia Woodhouse, Matt Townsend, Lasco Atkins",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0015759597062260694,Science Fiction,http://www.foxmovies.com/movies/x-men-apocalypse,246655,"mutant, supernatural powers, marvel comic, superhero, based on comic book, superhuman, apocalypse, superhero team, world domination, aftercreditsstinger, 1980s",en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",0.001022815848243758,"Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Kinberg Genre",United States of America,2016-05-18,0.0015969687320093746,0.001025730489843378,English,Released,Only the strong will survive,X-Men: Apocalypse,6.4,0.0012543805712405263,246655,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac, Rose Byrne, Evan Peters, Josh Helman, Sophie Turner, Tye Sheridan, Lucas Till, Kodi Smit-McPhee, Ben Hardy, Alexandra Shipp, Lana Condor, Olivia Munn, Warren Scherer, Rochelle Okoye, Monique Ganderton, Fraser Aitcheson, Abdulla Hamam, Hesham Hammoud, Antonio Daniel Hidalgo, Al Maini, Berdj Garabedian, Ally Sheedy, Anthony Konechny, Emma Elle Paterson, Manuel Sinor, Gustave Ouimet, Lukas Penar, Ryan Hollyman, Joanne Boland, Nabeel El Khafif, Manuel Tadros, Abanoub Andraous, Aladeen Tawfeek, Carolina Bartczak, T. J. McGibbon, Davide Chiazzese, Sebastian Naskrent, Boris Sichon, Martin Skorek, Kamil Orzechowski, Michael Terlecki, Ahmed Osman, Ziad Ghanem, Moataz Fathi, Tómas Lemarquis, James Loye, Zehra Leverman, Herb Luft, Stan Lee, Joan Lee, Stephen Bogaert, John Bourgeois, Conrad Coates, Dan Lett, Adrian G. Griffiths, Shawn Campbell, Joe Cobden, Henry Hallowell, Danielle Dury, Naomi Frenette, Aj Risi, Raphaël Dury, Ian Rosenberg, Erika Heather Mergl, Tauntaun, Mary-Piper Gaudet, Josh Madryga, Scott Cook, Allen Keng, Tally Rodin, Francis Limoges, Tsu-Ching Yu, Karl Walcott, Desmond Campbell, Ian Geldart, John Ottman, Linda Joyce Nourse, Zeljko Ivanek, Christopher B. MacCabe, Chris Cavener, Ronald Tremblay, Joseph Bellerose, Philippe Hartmann, Sebastien Teller, Alexander Peganov, Simon Therrien, Patrice Martre, James Malloch, Vladimir Alexis, Jason Deline, Hugh Jackman",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.0015767096497835084,"Drama, Action, Crime, Thriller",http://thedarkknight.warnerbros.com/dvdsite/,155,"dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic book, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman",en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",0.0010480516483381526,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy","United Kingdom, United States of America",2008-07-16,0.0016079189155834618,0.001030411110117426,"English, 普通话",Released,Why So Serious?,The Dark Knight,8.2,0.0012982325736082044,155,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy, Chin Han, Nestor Carbonell, Eric Roberts, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto, Melinda McGraw, Nathan Gamble, Michael Vieau, Michael Stoyanov, William Smillie, Michael Jai White, Danny Goldring, Matthew O'Neill, William Fichtner, Olumiji Olawumi, Greg Beam, Erik Hellman, Beatrice Rosen, Vincenzo Nicoli, Edison Chen, Nydia Rodriguez Terracina, Andy Luther, James Farruggio, Tom McElroy, Will Zahrn, James Fierro, Patrick Leahy, Sam Derence, Jennifer Knox, Patrick Clear, Sarah Jayne Dunn, Charles Venn, Winston G. Ellis, David Dastmalchian, Sophia Hinshelwood, Keith Kupferer, Joseph Luis Caballero, Richard Dillane, Daryl Satcher, Chris Petschler, Aidan Feore, Philip Bulcock, Paul Birchard, Walter Lewis, Vincent Riotta, Nancy Crane, K. Todd Freeman, Matt Shallenberger, Michael Andrew Gorman, Lanny Lutz, Peter DeFaria, Matt Rippy, Andrew Bicknell, Ariyon Bakare, Doug Ballard, Helene Wilson, Tommy Campbell, Craig Heaney, Lorna Gayle, Lisa McAllister, Peter Brooke, Joshua Rollins, Dale Rivera, Matthew Leitch, Tom Lister Jr., Thomas Gaitsch, William Armstrong, Adam Kalesperis, Tristan Tait, Bronson Webb, David Ajala, Gertrude Kyles, Jonathan Ryland, James Scales, Nigel Carrington, Ian Pirie, Lateef Lovejoy, Grahame Edwards, Roger Monk, Ronan Summers, Wai Wong, Michael Corey Foster, Hannah Gunn, Brandon Lambdin, Jon Lee Brody, Debbi Burns, Maritza Cabrera, Shirin Caiola, Laura Chernicky, Henry Milton Chu, Kelli Clevenger, Richard Divizio, Tony Domino, David Fultz, Natalie Hallam, Jordon Hodges, Erron Jay, Daniel Jefferson, Nicky Katt, Thomas Kosik, Don Kress, Tim Krueger, Dan Latham, Tom McComas, James Mellor, Joseph Oliveira, Buster Reeves, Peter Rnic, Amit Shah, Michelle Shields, Sofiya Smirnova, Bruce Spielbauer, Robert Patrick Stern, Robert Stone, Richard Strobel, Tom Townsend, John Turk, John Warman, Erik A. Williams, Chris Wilson, Kevin Zaideman",1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.0015756286501581532,"Animation, Family, Adventure, Science Fiction",http://www.monstersvsaliens.com/,15512,"alien, giant robot, duringcreditsstinger",en,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",0.0008868489852650067,DreamWorks Animation,United States of America,2009-03-19,0.0015904527735516854,0.0009870098373778783,English,Released,"When aliens attack, monsters fight back.",Monsters vs Aliens,6.0,0.0011894137794758316,15512,"Seth Rogen, Reese Witherspoon, Hugh Laurie, Paul Rudd, Kiefer Sutherland, Rainn Wilson, Will Arnett, Stephen Colbert, Jimmy Kimmel, Julie White, Jeffrey Tambor, Amy Poehler, Ed Helms, Renée Zellweger, Sean Bishop, Rich Dietl, Rob Letterman, Tom McGrath, Chris Miller, Mike Mitchell, Kent Osborne, Latifa Ouaou, Geoffrey Pomeroy, David P. Smith, Lisa Stewart, Conrad Vernon, John Krasinski, Stephen Kearin",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0.001571249318632404,"Action, Science Fiction, Adventure",http://www.ironmanmovie.com/,1726,"middle east, arms dealer, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, counter terrorism, agent coulson",en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",0.0010101215459884052,Marvel Studios,United States of America,2008-04-30,0.0015982941138472755,0.0010139576699292917,"English, فارسی, اردو, العربية",Released,Heroes aren't born. They're built.,Iron Man,7.4,0.0012840855001409063,1726,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Shaun Toub, Gwyneth Paltrow, Faran Tahir, Paul Bettany, Leslie Bibb, Clark Gregg, Will Lyman, Jon Favreau, Samuel L. Jackson, Stan Lee, Tom Morello, Jim Cramer, Sayed Badreya, Bill Smitrovich, Peter Billingsley, Tim Guinee, Marco Khan, Daston Kalili, Ido Ezra, Kevin Foster, Garret Noël, Eileen Weisinger, Ahmed Ahmed, Fahim Fazli, Gerard Sanders, Tim Rigby, Russell Richardson, Nazanin Boniadi, Thomas Craig Plumer, Robert Berkman, Stacy Stas, Lauren Scyphers, Frank Nyi, Marvin Jordan, Donna Evans, Reid Harper, Summer Kylie Remington, Ava Rose Williams, Vladimir Kubr, Callie Croughwell, Javan Tahir, Sahar Bibiyan, Patrick O'Connell, Adam Harrington, Meera Simhan, Ben Newmark, Ricki Lander, Jeannine Kaspar, Sarah Cahill, Justin Rex, Zorianna Kit, Lana Kinnear, Nicole Lindeblad, Masha Lund, Gabrielle Tuite, Tim Griffin, Joshua Harto, Micah A. Hauptman, James Bethea, Jeffrey Ashkin, Russell Bobbitt, Vianessa Castaños, Mike Cochrane, Crystal Marie Denha, Mellany Gandara, Halla, Rodrick Hersh, Kristin J. Hooper, Chris Jalandoni, Steve Janousek, Laura Liguori, Flavia Manes Rossi, Anthony Martins, Robert McMurrer, James M. Myers, America Olivo, Sylvette Ortiz, Brett Padelford, Ajani Perkins, Chris Reid, Toi Rose, George F. Watson, David Zyler, Nick W. Nicholson",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.001575063248870603,"Adventure, Drama, Family",http://www.hugomovie.com/,44826,"library, clock, film director, key, toy, boy, love, orphan, robot, automaton, hiding, filmmaking, leg brace, doberman, 3d",en,Hugo,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",0.0008736299109497369,"Paramount Pictures, Infinitum Nihil, GK Films","France, United States of America, United Kingdom",2011-11-22,0.0015767903129466753,0.0010139576699292917,English,Released,One of the most legendary directors of our time takes you on an extraordinary adventure.,Hugo,7.0,0.0012127845850462159,44826,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Richard Griffiths, Jude Law, Kevin Eldon, Gulliver McGrath, Angus Barnett, Edmund Kingsley, Max Wrottesley, Marco Aponte, Christos Lawton, Ben Addis, Lasco Atkins, Graham Curry, Eric Haldezos, Hugo Malpeyre, Gino Picciano, Michael Pitt, Martin Scorsese, Brian Selznick",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,0.0015756286501581532,"Action, Adventure, Crime, Fantasy, Science Fiction",http://www.suicidesquad.com/,297761,"dc comics, shared universe, anti hero, secret mission, villain, superhero, supervillain, dc extended universe",en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",0.0009831252298853615,"DC Comics, Dune Entertainment, Atlas Entertainment, Warner Bros., DC Entertainment",United States of America,2016-08-02,0.0016026327958554524,0.001011800103612471,English,Released,Worst Heroes Ever,Suicide Squad,5.9,0.001276513320362107,297761,"Will Smith, Margot Robbie, Joel Kinnaman, Viola Davis, Jared Leto, Jai Courtney, Jay Hernandez, Adewale Akinnuoye-Agbaje, Cara Delevingne, Karen Fukuhara, Adam Beach, Ike Barinholtz, Scott Eastwood, Common, David Harbour, Jim Parrack, Alex Meraz, Corina Calderon, Robin Atkin Downes, Shailyn Pierre-Dixon, Matt Baram, Alain Chanoine, Ted Whittall, Michael Murray, Jaime FitzSimons, Ben Affleck, Ezra Miller, Christopher Dyson, Bambadjan Bamba, Robert B. Kennedy, Billy Otis, James McGowan, Derek Perks, Aidan Devine, Andrew Bee, Clive McLean, Frank J. Zupancic, Kent Sheridan, Roger Shank, Dwight Ireland, Amanda Brugel, Peter Tufford Kennedy, Rosemary De Los Santos, Kevin Hanchard, Joel Lacoursiere, Jameson Kraemer, Ho Chow, Birgitte Solem, Kevin Vance, Tyler Grey, Nathan Brown, Kenneth Choi, Nicolas Van Burek, Agueda Cardenas, Daniela Uruena, Nicolas Uruena, Ariane Bellamar, Murray Urquhart, Alyssa Veniece, Tim Ajro, Devlin Anderson, Briana Andrade-Gomes, Raffi Atamian, John Byers, Heather Byrne, Corey Chainey, Shak Chaudhry, James Chilli Chillingworth, Andrew Christie, Alex Chung, Gavin R. Downes, Reid Eastwood, Scott Edgecombe, Brendan Egan, Jeff Ellenberger, Mark Falvo, Tatyana Figueiredo, Gary 'Si-Jo' Foo, Tazito Garcia, Brianna Goldie, Ryan Groves, William Hainsworth, Shawn J. Hamilton, Shane Harbinson, Fatimah Hassan, Dexter Howe, Melanie Hubert, David Ingram, Shane Clinton Jarvis, Actor Sergio Kato, Kevin Kent, Martin Kessler, Melissa Lem, John MacDonald, Stephanie Manchulenko, Matthew Mease, Christopher Meneses, Valiant Michael, Sabine Mondestin, Justin Moses, Drew Moss, Afsheen Olyaie, Dan Petronijevic, Alisha Phillips, Tamina Pollack-Paris, Michael Prather, Dennisha Pratt, Asad Que, Mark Quigley, Darryl Quon, Diezel Ramos, Hugh Scott, Jasmine Sean, Attila Sebesy, Rick Silver, Connor Skific, Jamie Soricelli, Amos Stern, Goran Stjepanovic, Vivienne Taylor, Jasmine Renée Thomas, Alen Toric, Dallas Wade, Joe Warshaw, Tony Watt, James Weicht, Taylor Whittaker, Robert L. Wilson",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.0015756286501581532,"Fantasy, Comedy, Family",http://www.evanalmighty.com/,2698,"father son relationship, daily life, married couple, support, father, marriage, faith, baustelle, rescue, animal, nature, duringcreditsstinger, noah's ark",en,Evan Almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,0.000852179352074155,"Columbia Pictures, Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Original Film, Playtone, Relativity Media",United States of America,2007-06-09,0.0015754045764778874,0.0009889995798869852,English,Released,A comedy of biblical proportions,Evan Almighty,5.3,0.001176709202535618,2698,"Steve Carell, Lauren Graham, John Goodman, Jimmy Bennett, John Michael Higgins, Morgan Freeman, Wanda Sykes, Graham Phillips, Johnny Simmons, Jonah Hill, Ed Helms, Dean Norris, James Newman, Molly Shannon, Lucia Forte, Harry S. Murphy, Don Dowe, Maile Flanagan",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
